Study	Study_accession	Sample_type	Sample_group	Eager_label	Secondary_sample_accession	Run_accession	Sample_alias	Host	Country	Age_BP	avg_gc	avg_rl	No_reads_no_human	V22	Full
Brito2016	PRJNA217052	saliva	industrial	SRS475971	SRS475971	SRR2244128		Human	Fiji	7	42	112.758951851912	123494		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476016	SRS476016	SRR2244132		Human	Fiji	7	42	114.991121615985	201388		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475676	SRS475676	SRR2244153		Human	Fiji	7	44	114.628037037838	600791		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475707	SRS475707	SRR2244157		Human	Fiji	7	42	114.758737485907	206667		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475916	SRS475916	SRR2244161		Human	Fiji	7	42	115.797484107497	89193		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475707	SRS475707	SRR2244165		Human	Fiji	7	42	114.758737485907	206667		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475919	SRS475919	SRR2244173		Human	Fiji	7	41	114.798299590426	51517		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRS476113	SRR2244174		Human	Fiji	7	42	114.805043445802	48221		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476701	SRS476701	SRR2244175		Human	Fiji	7	43	113.613766639822	147763		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475569	SRS475569	SRR2244176		Human	Fiji	7	42	114.038628165735	52397		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476297	SRS476297	SRR2244177		Human	Fiji	7	43	115.053669510935	246695		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475972	SRS475972	SRR2244178		Human	Fiji	7	43	115.351896904954	109336		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475584	SRS475584	SRR2244179		Human	Fiji	7	43	115.489982978655	125137		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475583	SRS475583	SRR2244180		Human	Fiji	7	43	114.637551792219	71922		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475940	SRS475940	SRR2244181		Human	Fiji	7	42	113.584527440193	130502		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476171	SRS476171	SRR2244183		Human	Fiji	7	41	113.294016339977	213097		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475977	SRS475977	SRR2244184		Human	Fiji	7	44	113.477954909609	308935		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476081	SRS476081	SRR2244185		Human	Fiji	7	43	115.394299257781	80165		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475672	SRS475672	SRR2244186		Human	Fiji	7	41	115.292537067092	181765		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476172	SRS476172	SRR2244187		Human	Fiji	7	43	111.435151957736	175279		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476275	SRS476275	SRR2244188		Human	Fiji	7	41	114.650781081276	55564		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476150	SRS476150	SRR2244189		Human	Fiji	7	45	104.097851153546	103637		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476200	SRS476200	SRR2244190		Human	Fiji	7	44	114.701877745717	323686		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475547	SRS475547	SRR2244191		Human	Fiji	7	44	116.112392415068	160687		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRS476113	SRR2244192		Human	Fiji	7	42	114.805043445802	48221		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475939	SRS475939	SRR2244193		Human	Fiji	7	40	113.505095772711	129421		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476200	SRS476200	SRR2244194		Human	Fiji	7	44	114.701877745717	323686		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476305	SRS476305	SRR2244195		Human	Fiji	7	45	115.679722850679	84864		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476025	SRS476025	SRR2244196		Human	Fiji	7	43	113.042188965963	195051		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475919	SRS475919	SRR2244197		Human	Fiji	7	41	114.798299590426	51517		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476204	SRS476204	SRR2244198		Human	Fiji	7	43	115.138954938128	535375		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476266	SRS476266	SRR2244199		Human	Fiji	7	44	114.767359349594	307500		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476048	SRS476048	SRR2244200		Human	Fiji	7	43	114.40622731161	278226		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476016	SRS476016	SRR2244201		Human	Fiji	7	42	114.991121615985	201388		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476027	SRS476027	SRR2244203		Human	Fiji	7	44	115.522920300924	331911		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476089	SRS476089	SRR2244204		Human	Fiji	7	41	113.154989443271	107988		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475999	SRS475999	SRR2244205		Human	Fiji	7	45	116.125462588614	467478		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476116	SRS476116	SRR2244206		Human	Fiji	7	42	116.28476653229	374570		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475918	SRS475918	SRR2244207		Human	Fiji	7	42	114.879231745025	100904		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475970	SRS475970	SRR2244208		Human	Fiji	7	43	112.246309929312	109212		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476790	SRS476790	SRR2244209		Human	Fiji	7	43	112.766987718825	430252		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476787	SRS476787	SRR2244210		Human	Fiji	7	42	114.323019917438	343016		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476272	SRS476272	SRR2244211		Human	Fiji	7	43	115.797981970961	385822		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476086	SRS476086	SRR2244212		Human	Fiji	7	42	115.037116272752	88344		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475686	SRS475686	SRR2244214		Human	Fiji	7	43	115.558789373712	111083		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476017	SRS476017	SRR2244215		Human	Fiji	7	42	115.336937702647	63534		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476305	SRS476305	SRR2244217		Human	Fiji	7	45	115.679722850679	84864		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476089	SRS476089	SRR2244218		Human	Fiji	7	41	113.154989443271	107988		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476048	SRS476048	SRR2244219		Human	Fiji	7	43	114.40622731161	278226		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476200	SRS476200	SRR2244220		Human	Fiji	7	44	114.701877745717	323686		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476304	SRS476304	SRR2244221		Human	Fiji	7	42	115.442372839749	81472		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476297	SRS476297	SRR2244222		Human	Fiji	7	43	115.053669510935	246695		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475584	SRS475584	SRR2244223		Human	Fiji	7	43	115.489982978655	125137		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475672	SRS475672	SRR2244224		Human	Fiji	7	41	115.292537067092	181765		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476186	SRS476186	SRR2244225		Human	Fiji	7	43	115.498194834923	65091		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476294	SRS476294	SRR2244226		Human	Fiji	7	42	115.128988458927	61866		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475952	SRS475952	SRR2244228		Human	Fiji	7	43	114.697861121868	67138		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRS475538	SRR2244231		Human	Fiji	7	40	111.943816149133	77193		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475937	SRS475937	SRR2244232		Human	Fiji	7	44	115.293096215694	78667		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475676	SRS475676	SRR2244233		Human	Fiji	7	44	114.628037037838	600791		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476310	SRS476310	SRR2244234		Human	Fiji	7	43	114.7633472506	360224		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476088	SRS476088	SRR2244284		Human	Fiji	7	43	114.690033040957	168276		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475609	SRS475609	SRR2244285		Human	Fiji	7	43	111.736325235328	93274		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476299	SRS476299	SRR2244286		Human	Fiji	7	42	113.979016209978	114374		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476186	SRS476186	SRR2244287		Human	Fiji	7	43	115.498194834923	65091		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476297	SRS476297	SRR2244288		Human	Fiji	7	43	115.053669510935	246695		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476027	SRS476027	SRR2244289		Human	Fiji	7	44	115.522920300924	331911		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475937	SRS475937	SRR2244290		Human	Fiji	7	44	115.293096215694	78667		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476701	SRS476701	SRR2244291		Human	Fiji	7	43	113.613766639822	147763		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475597	SRS475597	SRR2244293		Human	Fiji	7	43	115.377637811441	136382		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475951	SRS475951	SRR2244295		Human	Fiji	7	43	114.321317211124	661944		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476787	SRS476787	SRR2244296		Human	Fiji	7	42	114.323019917438	343016		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476701	SRS476701	SRR2244297		Human	Fiji	7	43	113.613766639822	147763		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476087	SRS476087	SRR2244298		Human	Fiji	7	45	115.150051591396	75594		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476054	SRS476054	SRR2244299		Human	Fiji	7	47	72.5955145525507	123243		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475628	SRS475628	SRR2244300		Human	Fiji	7	44	115.66231317083	49845		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475952	SRS475952	SRR2244301		Human	Fiji	7	43	114.697861121868	67138		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRS476112	SRR2244302		Human	Fiji	7	44	105.874456654741	257433		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476009	SRS476009	SRR2244303		Human	Fiji	7	42	114.9626939855	328955		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476202	SRS476202	SRR2244304		Human	Fiji	7	44	117.169160352605	542704		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475916	SRS475916	SRR2244305		Human	Fiji	7	42	115.797484107497	89193		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475700	SRS475700	SRR2244306		Human	Fiji	7	43	115.558840941847	244923		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475571	SRS475571	SRR2244307		Human	Fiji	7	43	115.488823247645	75156		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475687	SRS475687	SRR2244308		Human	Fiji	7	43	115.928031795266	200533		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476204	SRS476204	SRR2244309		Human	Fiji	7	43	115.138954938128	535375		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475655	SRS475655	SRR2244310		Human	Fiji	7	43	111.579839975499	104484		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475669	SRS475669	SRR2244311		Human	Fiji	7	43	116.158094313967	313294		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476172	SRS476172	SRR2244312		Human	Fiji	7	43	111.435151957736	175279		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475600	SRS475600	SRR2244313		Human	Fiji	7	42	114.272880031262	102360		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476177	SRS476177	SRR2244314		Human	Fiji	7	42	115.035838775307	70287		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476174	SRS476174	SRR2244316		Human	Fiji	7	47	113.85594806275	346264		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475628	SRS475628	SRR2244317		Human	Fiji	7	44	115.66231317083	49845		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475707	SRS475707	SRR2244318		Human	Fiji	7	42	114.758737485907	206667		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475590	SRS475590	SRR2244321		Human	Fiji	7	41	115.870030927057	53028		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476790	SRS476790	SRR2244322		Human	Fiji	7	43	112.766987718825	430252		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475960	SRS475960	SRR2244323		Human	Fiji	7	43	116.059423175304	451541		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475619	SRS475619	SRR2244324		Human	Fiji	7	44	115.268638644213	1822705		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475660	SRS475660	SRR2244325		Human	Fiji	7	44	114.46348285542	1188743		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRS475543	SRR2244326		Human	Fiji	7	43	115.350120817751	99737		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476157	SRS476157	SRR2244327		Human	Fiji	7	44	115.158844322328	334107		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475718	SRS475718	SRR2244328		Human	Fiji	7	42	115.571846755411	93602		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476275	SRS476275	SRR2244329		Human	Fiji	7	41	114.650781081276	55564		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476107	SRS476107	SRR2244330		Human	Fiji	7	41	112.084415378769	63152		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476027	SRS476027	SRR2244331		Human	Fiji	7	44	115.522920300924	331911		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475951	SRS475951	SRR2244332		Human	Fiji	7	43	114.321317211124	661944		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475996	SRS475996	SRR2244333		Human	Fiji	7	45	114.738293422377	497733		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476038	SRS476038	SRR2244334		Human	Fiji	7	41	113.545983862094	152684		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475609	SRS475609	SRR2244336		Human	Fiji	7	43	111.736325235328	93274		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476123	SRS476123	SRR2244337		Human	Fiji	7	42	113.399066315301	101319		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476340	SRS476340	SRR2244338		Human	Fiji	7	43	114.567027511092	391951		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476261	SRS476261	SRR2244339		Human	Fiji	7	42	114.641419337218	219680		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476161	SRS476161	SRR2244340		Human	Fiji	7	45	113.180354249643	820269		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476311	SRS476311	SRR2244342		Human	Fiji	7	48	110.198615315033	143715		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476174	SRS476174	SRR2244343		Human	Fiji	7	47	113.85594806275	346264		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475590	SRS475590	SRR2244345		Human	Fiji	7	41	115.870030927057	53028		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRS475548	SRR2244346		Human	Fiji	7	43	114.311259266333	167542		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475934	SRS475934	SRR2244347		Human	Fiji	7	43	113.667595978499	209474		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475665	SRS475665	SRR2244348		Human	Fiji	7	44	115.852322452322	170940		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476157	SRS476157	SRR2244349		Human	Fiji	7	44	115.158844322328	334107		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475672	SRS475672	SRR2244350		Human	Fiji	7	41	115.292537067092	181765		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475707	SRS475707	SRR2244352		Human	Fiji	7	42	114.758737485907	206667		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476057	SRS476057	SRR2244353		Human	Fiji	7	42	115.319468971473	257086		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475583	SRS475583	SRR2244354		Human	Fiji	7	43	114.637551792219	71922		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475971	SRS475971	SRR2244355		Human	Fiji	7	42	112.758951851912	123494		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476124	SRS476124	SRR2244356		Human	Fiji	7	42	114.473275443611	111246		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476181	SRS476181	SRR2244357		Human	Fiji	7	46	114.500071748177	153314		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475932	SRS475932	SRR2244358		Human	Fiji	7	46	115.759852620343	213598		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475605	SRS475605	SRR2244359		Human	Fiji	7	44	115.223532427583	74119		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRS476112	SRR2244361		Human	Fiji	7	44	105.874456654741	257433		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476299	SRS476299	SRR2244363		Human	Fiji	7	42	113.979016209978	114374		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475592	SRS475592	SRR2244364		Human	Fiji	7	43	112.650294417029	77611		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475619	SRS475619	SRR2244365		Human	Fiji	7	44	115.268638644213	1822705		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476301	SRS476301	SRR2244366		Human	Fiji	7	45	114.827468243873	852985		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475961	SRS475961	SRR2244368		Human	Fiji	7	40	115.804542450279	49929		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475916	SRS475916	SRR2244371		Human	Fiji	7	42	115.797484107497	89193		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475665	SRS475665	SRR2244372		Human	Fiji	7	44	115.852322452322	170940		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476294	SRS476294	SRR2244373		Human	Fiji	7	42	115.128988458927	61866		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475677	SRS475677	SRR2244375		Human	Fiji	7	42	115.355877080019	198015		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476087	SRS476087	SRR2244376		Human	Fiji	7	45	115.150051591396	75594		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476002	SRS476002	SRR2244377		Human	Fiji	7	43	115.022076887106	3492159		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475599	SRS475599	SRR2244378		Human	Fiji	7	43	113.752392487258	226229		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475985	SRS475985	SRR2244380		Human	Fiji	7	42	111.472994283461	60876		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475590	SRS475590	SRR2244381		Human	Fiji	7	41	115.870030927057	53028		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476355	SRS476355	SRR2244382		Human	Fiji	7	53	88.5481513721538	218270		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475660	SRS475660	SRR2244384		Human	Fiji	7	44	114.46348285542	1188743		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475963	SRS475963	SRR2244386		Human	Fiji	7	44	114.927000349129	283563		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475538	SRS475538	SRR2244387		Human	Fiji	7	40	111.943816149133	77193		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476336	SRS476336	SRR2244388		Human	Fiji	7	45	113.831055882382	204322		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476172	SRS476172	SRR2244390		Human	Fiji	7	43	111.435151957736	175279		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476268	SRS476268	SRR2244391		Human	Fiji	7	46	114.842963322158	119609		Saliva - Industrial
