Sample	MAG_accession	site
RDPYD18089363		
RDPYD18089364		
RDPYD18089366		
RDPYD18089367		
RDPYD18089372		
RDPYD18089373		
RDPYD18089375		
RDPYD18089377		
RDPYD18093589		
RDPYD18093590		
RDPYD18093591		
RDPYD18093594		
RDPYD18093595		
RDPYD18093596		
RDPYD18093597		
RDPYD18093598		
RDPYD18093599		
RDPYD18093600		
RDPYD18093601		
RDPYD18093602		
RDPYD18093603		
RDPYD18093604		
RDPYD18093605		
RDPYD18093606		
RDPYD18093607		
RDPYD18093613		
RDPYD18093614		
RDPYD18093619		
RDPYD18093624		
RDPYD18093627		
RDPYD18189803		
RDPYD18189807		
RDPYD18189808		
RDPYD18189809		
RDPYD18189810		
RDPYD18189812		
RDPYD18189813		
RDPYD18189814		
RDPYD18189815		
RDPYD18189817		
RDPYD18189819		
RDPYD18189820		
RDPYD18189822		
RDPYD18189824		
RDPYD18189829		
RDPYD18189832		
RDPYD18189833		
RDPYD18189834		
RDPYD18189838		
RDPYD18189839		
RDPYD18189843		
RDPYD18189847		
RDPYD18189848		
RDPYD18189849		
RDPYD18189851		
RDPYD18189853		
RDPYD18189854		
RDPYD18189855		
RDPYD18189856		
RDPYD18189859		
RDPYD18189860		
RDPYD18189861		
RDPYD18189863		
RDPYD18189865		
RDPYD18189866		
RDPYD18189871		
RDPYD18189872		
RDPYD18189873		
RDPYD18189876		
RDPYD18189878		
RDPYD18189880		
RDPYD18189881		
RDPYD18189882		
RDPYD18189883		
RDPYD18189884		
RDPYD18189886		
RDPYD18189888		
RDPYD18189889		
RDPYD18189891		
RDPYD18189894		
RDPYD18189895		
RDPYD18189897		
RDPYD18189899		
RDPYD18189900		
RDPYD18189901		
RDPYD18189908		
RDPYD18189911		
RDPYD18189912		
RDPYD18189913		
RDPYD18189914		
RDPYD18189915		
RDPYD18189916		
RDPYD18189919		
RDPYD18189924		
RDPYD18189926		
RDPYD18189929		
RDPYD18189931		
RDPYD18189933		
RDPYD18189935		
RDPYD18189937		
RDPYD18189938		
RDPYD18189940		
RDPYD18189941		
RDPYD18189943		
RDPYD18189945		
RDPYD18189946		
RDPYD18189947		
RDPYD18189948		
RDPYD18189949		
RDPYD18189951		
RDPYD18189952		
RDPYD18189953		
RDPYD18189954		
RDPYD18189955		
RDPYD18189958		
RDPYD18189959	GWHAQQY00000000	saliva
RDPYD18189963		
RDPYD18189964		
RDPYD18189969		
RDPYD18189970		
RDPYD18189972		
RDPYD18189973		
RDPYD18189974		
RDPYD18189975		
RDPYD18189976		
RDPYD18189977		
RDPYD18189978		
RDPYD18189979		
RDPYD18189980		
RDPYD18189981		
RDPYD18189983		
RDPYD18189989		
RDPYD18189991		
RDPYD18189992		
RDPYD18189993		
RDPYD18189994		
RDPYD18189999		
RDPYD18190840		
RDPYD18190841		
RDPYD18190842		
RDPYD18190846		
RDPYD18190850		
RDPYD18190853		
RDPYD18190855		
RDPYD18190856		
RDPYD18190861		
RDPYD18190864		
RDPYD18190867		
RDPYD18190870		
RDPYD18190872		
RDPYD18300001		
RDPYD18300002		
RDPYD18300003		
RDPYD18300007		
RDPYD18300009		
RDPYD18300010		
RDPYD18300011		
RDPYD18300013		
RDPYD18300016		
RDPYD18300017		
RDPYD18300018		
RDPYD18300019		
RDPYD18300024		
RDPYD18300025		
RDPYD18300027		
RDPYD18300029		
RDPYD18300030		
RDPYD18300031		
RDPYD18300034		
RDPYD18300037		
RDPYD18300038		
RDPYD18300040		
RDPYD18300041		
RDPYD18300043		
RDPYD18300044		
RDPYD18300045		
RDPYD18300047		
RDPYD18300048		
RDPYD18300049		
RDPYD18300050		
RDPYD18300051		
RDPYD18300052		
RDPYD18300053		
RDPYD18300056		
RDPYD18300063		
RDPYD18300064		
RDPYD18300065		
RDPYD18300068		
RDPYD18300069		
RDPYD18300070		
RDPYD18300071		
RDPYD18300072		
RDPYD18300073		
RDPYD18300075		
RDPYD18300077		
RDPYD18300078		
RDPYD18300079		
RDPYD18300080		
RDPYD18300082		
RDPYD18300083		
RDPYD18300084		
RDPYD18300085		
RDPYD18300087		
RDPYD18300089		
RDPYD18300090		
RDPYD18300092		
RDPYD18300095		
RDPYD18300098		
RDPYD18300099		
RDPYD18300100		
RDPYD18300102		
RDPYD18300104		
RDPYD18300105		
RDPYD18300109		
RDPYD18300111		
RDPYD18300112		
RDPYD18300113		
RDPYD18300115		
RDPYD18300116		
RDPYD18300117		
RDPYD18300118		
RDPYD18300119		
RDPYD18300121		
RDPYD18300125		
RDPYD18300128		
RDPYD18300129		
RDPYD18300131		
RDPYD18300132		
RDPYD18300135		
RDPYD18300136		
RDPYD18300137		
RDPYD18300138		
RDPYD18300142		
RDPYD18300143		
RDPYD18300144		
RDPYD18300145		
RDPYD18300147		
RDPYD18300149		
RDPYD18300150		
RDPYD18300151		
RDPYD18300152		
RDPYD18300155		
RDPYD18300156		
RDPYD18300157		
RDPYD18300158		
RDPYD18300160		
RDPYD18300161		
RDPYD18300163		
RDPYD18300165		
RDPYD18300166		
RDPYD18300167		
RDPYD18300170		
RDPYD18300171		
RDPYD18300172		
RDPYD18300173		
RDPYD18300175		
RDPYD18300176		
RDPYD18300177		
RDPYD18300178		
RDPYD18300179		
RDPYD18300181		
RDPYD18300182		
RDPYD18300185		
RDPYD18300188		
RDPYD18300189		
RDPYD18300194		
RDPYD18300195		
RDPYD18300196		
RDPYD18300197		
RDPYD18300198		
RDPYD18300200		
RDPYD18300201		
RDPYD18300202		
RDPYD18300203		
RDPYD18300204		
RDPYD18300207		
RDPYD18300241		
RDPYD18300242		
RDPYD18300243		
RDPYD18300244		
RDPYD18300245		
RDPYD18300248		
RDPYD18300249		
RDPYD18300250		
RDPYD18300252		
RDPYD18300253		
RDPYD18300254		
RDPYD18300255		
RDPYD18300256		
RDPYD18300257		
RDPYD18300258		
RDPYD18300259		
RDPYD18300260		
RDPYD18300261		
RDPYD18300262		
RDPYD18300266		
RDPYD18300268		
RDPYD18300269		
RDPYD18300270		
RDPYD18300271		
RDPYD18300272		
RDPYD18300274		
RDPYD18300275		
RDPYD18300276		
RDPYD18300277		
RDPYD18300279		
RDPYD18300280		
RDPYD18300281		
RDPYD18300282		
RDPYD18300283		
RDPYD18300285		
RDPYD18300289		
RDPYD18300292		
RDPYD18300293		
RDPYD18300295		
RDPYD18300296		
RDPYD18300297		
RDPYD18300298		
RDPYD18300301		
RDPYD18300302		
RDPYD18300306		
RDPYD18300307		
RDPYD18300308		
RDPYD18300309		
RDPYD18300311		
RDPYD18300312		
RDPYD18300314		
RDPYD18300315		
RDPYD18300316		
RDPYD18300317		
RDPYD18300318		
RDPYD18300322		
RDPYD18300324		
RDPYD18300327		
RDPYD18300330		
RDPYD18300331		
RDPYD18300332		
RDPYD18300334		
RDPYD18300335		
RDPYD18300336		
RDPYD18300337		
RDPYD18300338		
RDPYD18300339		
RDPYD18300340		
RDPYD18300343		
RDPYD18300344		
RDPYD18300345		
RDPYD18300346		
RDPYD18300347		
RDPYD18300349		
RDPYD18300350		
RDPYD18300351		
RDPYD18300352		
RDPYD18300353		
RDPYD18300354		
RDPYD18300357		
RDPYD18300359		
RDPYD18300365		
RDPYD18300366		
RDPYD18300367		
RDPYD18300368		
RDPYD18300370		
RDPYD18300371		
RDPYD18300372		
RDPYD18300374		
RDPYD18300375		
RDPYD18300378		
RDPYD18300379		
RDPYD18300383		
RDPYD18300386		
RDPYD18300388		
RDPYD18300389		
RDPYD18300390		
RDPYD18300391		
RDPYD18300393		
RDPYD18300395		
RDPYD18300396		
RDPYD18300397		
RDPYD18300398		
RDPYD18300401		
RDPYD18300403		
RDPYD18300404		
RDPYD18300406		
RDPYD18300407		
RDPYD18300409		
RSZYD18078011		
RSZYD18078012		
RSZYD18078014		
RSZYD18078015		
RSZYD18078017		
RSZYD18078019		
RSZYD18078022		
RSZYD18078023		
RSZYD18078040		
RSZYD18078045		
RSZYD18078048		
RSZYD18078049		
RSZYD18078059		
RSZYD18078060		
RSZYD18078061		
RSZYD18078063		
RSZYD18078067		
RSZYD18078069		
RSZYD18078073		
RSZYD18078077		
RSZYD18078078		
RSZYD18078079		
RSZYD18078080		
RSZYD18078081		
RSZYD18078082		
RSZYD18078083		
RSZYD18078086		
RSZYD18078089		
RSZYD18078092		
RSZYD18078093		
RSZYD18078096		
RSZYD18078099		
RSZYD18078102		
RSZYD18078112		
RSZYD18078113		
RSZYD18078117		
RSZYD18078121		
RSZYD18078122		
RSZYD18078123		
RSZYD18078126		
RSZYD18078128		
RSZYD18078129		
RSZYD18078132		
RSZYD18078133		
RSZYD18078134		
RSZYD18078137		
RSZYD18078139		
RSZYD18078142		
RSZYD18078143		
RSZYD18078145		
RSZYD18078146		
RSZYD18078147		
RSZYD18078149		
RSZYD18078150		
RSZYD18078151		
RSZYD18078154		
RSZYD18078155		
RSZYD18078156		
RSZYD18078157		
RSZYD18078158		
RSZYD18078159		
RSZYD18078160		
RSZYD18078161		
RSZYD18078164		
RSZYD18078167		
RSZYD18078168		
RSZYD18078171		
RSZYD18078173		
RSZYD18078175		
RSZYD18078178		
RSZYD18078179		
RSZYD18078180		
RSZYD18078183		
RSZYD18078184		
RSZYD18078186		
RSZYD18078187		
RSZYD18078189		
RSZYD18078190		
RSZYD18078191		
RSZYD18078193		
RSZYD18078197		
RSZYD18078198		
RSZYD18078203		
RSZYD18078205		
RSZYD18078206		
RSZYD18078208		
RSZYD18078210		
RSZYD18078212		
RSZYD18078215		
RSZYD18078218		
RSZYD18078220		
RSZYD18078224		
RSZYD18078225		
RSZYD18078227		
RSZYD18078231		
RSZYD18078232		
RSZYD18078233		
RSZYD18078234		
RSZYD18078235		
RSZYD18078236		
RSZYD18078237		
RSZYD18078239		
RSZYD18078243		
RSZYD18078244		
RSZYD18078245		
RSZYD18078246		
RSZYD18078247		
RSZYD18078248		
RSZYD18078250		
RSZYD18078251		
RSZYD18078252		
RSZYD18078253		
RSZYD18078255		
RSZYD18078256		
RSZYD18078261		
RSZYD18078264		
RSZYD18078265		
RSZYD18078266		
RSZYD18078267		
RSZYD18078268		
RSZYD18078270		
RSZYD18078274		
RSZYD18078277		
RSZYD18078279		
RSZYD18078280		
RSZYD18078282		
RSZYD18078284		
RSZYD18078301		
RSZYD18078303		
RSZYD18078305		
RSZYD18078308		
RSZYD18078309		
RSZYD18078311		
RSZYD18078312		
RSZYD18078314		
RSZYD18078315		
RSZYD18078317		
RSZYD18078318		
RSZYD18078320		
RSZYD18078321		
RSZYD18078322		
RSZYD18078323		
RSZYD18078324		
RSZYD18078325		
RSZYD18078328		
RSZYD18078329		
RSZYD18078330		
RSZYD18078332		
RSZYD18078340		
RSZYD18078346		
RSZYD18078347		
RSZYD18078348		
RSZYD18078349		
RSZYD18078350		
RSZYD18078351		
RSZYD18078353		
RSZYD18078354		
RSZYD18078355		
RSZYD18078356		
RSZYD18078358		
RSZYD18078361		
RSZYD18078362		
RSZYD18078363		
RSZYD18078389		
RSZYD18078390		
RSZYD18078393		
RSZYD18078395		
RSZYD18078397		
RSZYD18078399		
RSZYD18078400		
RSZYD18078407		
RSZYD18078408		
RSZYD18078410		
RSZYD18078411		
RSZYD18078413		
RSZYD18078421		
RSZYD18078422		
RSZYD18078423		
RSZYD18078424		
RSZYD18078427		
RSZYD18078431		
RSZYD18078432		
RSZYD18078433		
RSZYD18078438		
RSZYD18078440		
RSZYD18078441		
RSZYD18078444		
RSZYD18078446		
RSZYD18078447		
RSZYD18078448		
RSZYD18078450		
RSZYD18078451		
RSZYD18078455		
RSZYD18078456		
RSZYD18078457		
RSZYD18078459		
RSZYD18078464		
RSZYD18078466		
RSZYD18078468		
RSZYD18078469		
RSZYD18078470		
RSZYD18078472		
RSZYD18078474		
RSZYD18078476		
RSZYD18078477		
RSZYD18078478		
RSZYD18078481		
RSZYD18078482		
RSZYD18078483		
RSZYD18078484		
RSZYD18078490		
RSZYD18078491		
RSZYD18078493		
RSZYD18078494		
RSZYD18078495		
RSZYD18078496		
RSZYD18078497		
RSZYD18078499		
RSZYD18078501		
RSZYD18078503		
RSZYD18078504		
RSZYD18078505		
RSZYD18078506		
RSZYD18078508		
RSZYD18078510		
RSZYD18078511		
RSZYD18078512		
RSZYD18078513		
RSZYD18078514		
RSZYD18078516		
RSZYD18078520		
RSZYD18078522		
RSZYD18078523		
RSZYD18078524		
RSZYD18078528		
RSZYD18078529		
RSZYD18078532		
RSZYD18078533		
RSZYD18078534		
RSZYD18078536		
RSZYD18078538		
RSZYD18078539		
RSZYD18078540		
RSZYD18078541		
RSZYD18078543		
RSZYD18078544		
RSZYD18078545		
RSZYD18078546		
RSZYD18078547		
RSZYD18078548		
RSZYD18078549		
RSZYD18078553		
RSZYD18078556		
RSZYD18078557		
RSZYD18078558		
RSZYD18078559		
RSZYD18078560		
RSZYD18078563		
RSZYD18078564		
RSZYD18078567		
RSZYD18078572		
RSZYD18078573		
RSZYD18078574		
RSZYD18078576		
RSZYD18078578		
RSZYD18078583		
RSZYD18078584		
RSZYD18078586		
RSZYD18078587		
RSZYD18078588		
RSZYD18078590		
RSZYD18078593		
RSZYD18078595		
RSZYD18078599		
RSZYD18078600		
RSZYD18078602		
RSZYD18078603		
RSZYD18078604		
RSZYD18078608		
RSZYD18078610		
RSZYD18078611		
RSZYD18078613		
RSZYD18078617		
RSZYD18078621		
RSZYD18078624		
RSZYD18078628		
RSZYD18078630		
RSZYD18078631		
RSZYD18078633		
RSZYD18078634		
RSZYD18078636		
RSZYD18078637		
RSZYD18078638		
RSZYD18078639		
RSZYD18078640		
RSZYD18078641		
RSZYD18078645		
RSZYD18078646		
RSZYD18078648		
RSZYD18078652		
RSZYD18078653		
RSZYD18078654		
RSZYD18078657		
RSZYD18078658		
RSZYD18078659		
RSZYD18078660		
RSZYD18078661		
RSZYD18078666		
RSZYD18078667		
RSZYD18078669		
RSZYD18078670		
RSZYD18078677		
RSZYD18078678		
RSZYD18078679		
RSZYD18078680		
RSZYD18078682		
RSZYD18078683		
RSZYD18078684		
RSZYD18078686		
RSZYD18078687		
RSZYD18078690		
RSZYD18078691		
RSZYD18078695		
RSZYD18078696		
RSZYD18078697		
RSZYD18078701		
RSZYD18078704		
RSZYD18078705		
RSZYD18078706		
RSZYD18078707		
RSZYD18078708		
RSZYD18078709		
RSZYD18078710		
RSZYD18078711		
RSZYD18078712		
RSZYD18078714		
RSZYD18078720		
RSZYD18078721		
RSZYD18078722		
RSZYD18078724		
RSZYD18078726		
RSZYD18078737		
RSZYD18078739		
RSZYD18078741		
RSZYD18078742		
RSZYD18078743		
RSZYD18078744		
RSZYD18078746		
RSZYD18078748		
RSZYD18078751		
RSZYD18078752		
RSZYD18078753		
RSZYD18078757		
RSZYD18078758		
RSZYD18078759		
RSZYD18078760		
RSZYD18078762		
RSZYD18078764		
RSZYD18078765		
RSZYD18078766		
RSZYD18078767		
RSZYD18078770		
RSZYD18078771		
RSZYD18078772		
RSZYD18078778		
RSZYD18078779		
RSZYD18078783		
RSZYD18078785		
RSZYD18078788		
RSZYD18078792		
RSZYD18078794		
RSZYD18078797		
RSZYD18078800		
RSZYD18078801		
RSZYD18078802		
RSZYD18078803		
RSZYD18078804		
RSZYD18078806		
RSZYD18078808		
RSZYD18078811		
RSZYD18078812		
RSZYD18088540		
RSZYD18088541		
RSZYD18088542		
RSZYD18088548		
RSZYD18088550		
RSZYD18088551		
RSZYD18088555		
RSZYD18088560		
RSZYD18088561		
RSZYD18088563		
RSZYD18093177		
RSZYD18093178		
RSZYD18093180		
RSZYD18093182		
RSZYD18187000		
RSZYD18187001		
RSZYD18187004		
RSZYD18187006		
RSZYD18187007		
RSZYD18187010		
RSZYD18187011		
RSZYD18187014		
RSZYD18187015		
RSZYD18187016		
RSZYD18187017		
RSZYD18187019		
RSZYD18187022		
RSZYD18187023		
RSZYD18187025		
RSZYD18187026		
RSZYD18187027		
RSZYD18187028		
RSZYD18187030		
RSZYD18187031		
RSZYD18187032		
RSZYD18187033		
RSZYD18187037		
RSZYD18187038		
RSZYD18187039		
RSZYD18187040		
RSZYD18187041		
RSZYD18187042		
RSZYD18187043		
RSZYD18187044		
RSZYD18187047		
RSZYD18187048		
RSZYD18187051		
RSZYD18187053		
RSZYD18187057		
RSZYD18187063		
RSZYD18187064		
RSZYD18187066		
RSZYD18187068		
RSZYD18187070		
RSZYD18187073		
RSZYD18187078		
RSZYD18187079		
RSZYD18187080		
RSZYD18187084		
RSZYD18187085		
RSZYD18187086		
RSZYD18187088		
RSZYD18187089		
RSZYD18187090		
RSZYD18187092		
RSZYD18187094		
RSZYD18187097		
RSZYD18187100		
RSZYD18187102		
RSZYD18187104		
RSZYD18187105		
RSZYD18187107		
RSZYD18187108		
RSZYD18187109		
RSZYD18187110		
RSZYD18187112		
RSZYD18187116		
RSZYD18187117		
RSZYD18187119		
RSZYD18187122		
RSZYD18187126		
RSZYD18187127		
RSZYD18187128		
RSZYD18187130		
RSZYD18187132		
RSZYD18187133		
RSZYD18187136		
RSZYD18187138		
RSZYD18187139		
RSZYD18187140		
RSZYD18187141		
RSZYD18187142		
RSZYD18187145		
RSZYD18187146		
RSZYD18187147		
RSZYD18187148		
RSZYD18187149		
RSZYD18187151		
RSZYD18187153		
RSZYD18187155		
RSZYD18187157		
RSZYD18187158		
RSZYD18187161		
RSZYD18187162		
RSZYD18187163		
RSZYD18187164		
RSZYD18187167		
RSZYD18187169		
RSZYD18187170		
RSZYD18187171		
RSZYD18187172		
RSZYD18187173		
RSZYD18187176		
RSZYD18187178		
RSZYD18187185		
RSZYD18187186		
RSZYD18187188		
RSZYD18187190		
RSZYD18187194		
RSZYD18187198		
RSZYD18187199		
RSZYD18187202		
RSZYD18187203		
RSZYD18187204		
RSZYD18187205		
RSZYD18187208		
RSZYD18187209		
RSZYD18187211		
RSZYD18187213		
RSZYD18187219		
RSZYD18187220		
RSZYD18187222		
RSZYD18187223		
RSZYD18187224		
RSZYD18187225		
RSZYD18187226		
RSZYD18187228		
RSZYD18187229		
RSZYD18187230		
RSZYD18187232		
RSZYD18187233		
RSZYD18187234		
RSZYD18187235		
RSZYD18187236		
RSZYD18187240		
RSZYD18187241		
RSZYD18187242		
RSZYD18187246		
RSZYD18187247		
RSZYD18187248		
RSZYD18187254		
RSZYD18187255		
RSZYD18187256		
RSZYD18187257		
RSZYD18187260		
RSZYD18187263		
RSZYD18187264		
RSZYD18187265		
RSZYD18187266		
RSZYD18187268		
RSZYD18187269		
RSZYD18187270		
RSZYD18187274		
RSZYD18187276		
RSZYD18187277		
RSZYD18187278		
RSZYD18187280		
RSZYD18187281		
RSZYD18187283		
RSZYD18187284		
RSZYD18187285		
RSZYD18187286		
RSZYD18187287		
RSZYD18187290		
RSZYD18187291		
RSZYD18187292		
RSZYD18187293		
RSZYD18187296		
RSZYD18187297		
RSZYD18187298		
RSZYD18187300		
RSZYD18187301		
RSZYD18187303		
RSZYD18187305		
RSZYD18187307		
RSZYD18187308		
RSZYD18187314		
RSZYD18187317		
RSZYD18187318		
RSZYD18187322		
RSZYD18187323		
RSZYD18187324		
RSZYD18187327		
RSZYD18187328		
RSZYD18187329		
RSZYD18187331		
RSZYD18187332		
RSZYD18187333		
RSZYD18187334		
RSZYD18187338		
RSZYD18187340		
RSZYD18187341		
RSZYD18187343		
RSZYD18187345		
RSZYD18187347		
RSZYD18187348		
RSZYD18187353		
RSZYD18187355		
RSZYD18187358		
RSZYD18187359		
RSZYD18187360		
RSZYD18187362		
RSZYD18187364		
RSZYD18187365		
RSZYD18187366		
RSZYD18187368		
RSZYD18187370		
RSZYD18187371		
RSZYD18187373		
RSZYD18187376		
RSZYD18187377		
RSZYD18187378		
RSZYD18187379		
RSZYD18187381		
RSZYD18187382		
RSZYD18187383		
RSZYD18187385		
RSZYD18187386		
RSZYD18187387		
RSZYD18187389		
RSZYD18187390		
RSZYD18187392		
RSZYD18187396		
RSZYD18187399		
RSZYD18187401		
RSZYD18187402		
RSZYD18187403		
RSZYD18187406		
RSZYD18187408		
RSZYD18187409		
RSZYD18187410		
RSZYD18187412		
RSZYD18187413		
RSZYD18187414		
RSZYD18187415		
RSZYD18187417		
RSZYD18187419		
RSZYD18187420		
RSZYD18187423		
RSZYD18187424		
RSZYD18187428		
RSZYD18187429		
RSZYD18187430		
RSZYD18187433		
RSZYD18187434		
RSZYD18187435		
RSZYD18187436		
RSZYD18187437		
RSZYD18187438		
RSZYD18187439		
RSZYD18187440		
RSZYD18187442		
RSZYD18187443		
RSZYD18187444		
RSZYD18187445		
RSZYD18187446		
RSZYD18187448		
RSZYD18187449		
RSZYD18187453		
RSZYD18187455		
RSZYD18187456		
RSZYD18187458		
RSZYD18187460		
RSZYD18187461		
RSZYD18187462		
RSZYD18187465		
RSZYD18187466		
RSZYD18187467		
RSZYD18187468		
RSZYD18187469		
RSZYD18187470		
RSZYD18187473		
RSZYD18187474		
RSZYD18187475		
RSZYD18187476		
RSZYD18187477		
RSZYD18187478		
RSZYD18187480		
RSZYD18187481		
RSZYD18187482		
RSZYD18187483		
RSZYD18187487		
RSZYD18187489		
RSZYD18187490		
RSZYD18187493		
RSZYD18187494		
RSZYD18187496		
RSZYD18187501		
RSZYD18187502		
RSZYD18187505		
RSZYD18187506		
RSZYD18187509		
RSZYD18187510		
RSZYD18187512		
RSZYD18187513		
RSZYD18187515		
RSZYD18187516		
RSZYD18187517		
RSZYD18187518		
RSZYD18187521		
RSZYD18187522		
RSZYD18187523		
RSZYD18187526		
RSZYD18187529		
RSZYD18187531		
RSZYD18187533		
RSZYD18187535		
RSZYD18187536		
RSZYD18187538		
RSZYD18187539		
RSZYD18187540		
RSZYD18187542		
RSZYD18187543		
RSZYD18187544		
RSZYD18187545		
RSZYD18187546		
RSZYD18187548		
RSZYD18187549		
RSZYD18187550		
RSZYD18187551		
RSZYD18187552		
RSZYD18187553		
RSZYD18187557		
RSZYD18187558		
RSZYD18187559		
RSZYD18187560		
RSZYD18187563		
RSZYD18187564		
RSZYD18187565		
RSZYD18187568		
RSZYD18187571		
RSZYD18187573		
RSZYD18187574		
RSZYD18187575		
RSZYD18187576		
RSZYD18187577		
RSZYD18187579		
RSZYD18187580		
RSZYD18187581		
RSZYD18187586		
RSZYD18187588		
RSZYD18187589		
RSZYD18187591		
RSZYD18187592		
RSZYD18187593		
RSZYD18187594		
RSZYD18187595		
RSZYD18187596		
RSZYD18187597		
RSZYD18187598		
RSZYD18187599		
RSZYD18187600		
RSZYD18187601		
RSZYD18187604		
RSZYD18187607		
RSZYD18187609		
RSZYD18187610		
RSZYD18187614		
RSZYD18187616		
RSZYD18187618		
RSZYD18187620		
RSZYD18187622		
RSZYD18187623		
RSZYD18187625		
RSZYD18187626		
RSZYD18187628		
RSZYD18187630		
RSZYD18187631		
RSZYD18187632		
RSZYD18187633		
RSZYD18187634		
RSZYD18187635		
RSZYD18187636		
RSZYD18187637		
RSZYD18187638		
RSZYD18187639		
RSZYD18187640		
RSZYD18187642		
RSZYD18187643		
RSZYD18187644		
RSZYD18187645		
RSZYD18187646		
RSZYD18187647		
RSZYD18187649		
RSZYD18187650		
RSZYD18187651		
RSZYD18187653		
RSZYD18187655		
RSZYD18187656		
RSZYD18187657		
RSZYD18187659		
RSZYD18187661		
RSZYD18187664		
RSZYD18187667		
RSZYD18187668		
RSZYD18187670		
RSZYD18187672		
RSZYD18187673		
RSZYD18187677		
RSZYD18187678		
RSZYD18187679		
RSZYD18187682		
RSZYD18187684		
RSZYD18187686		
RSZYD18187687		
RSZYD18187688		
RSZYD18187689		
RSZYD18187692		
RSZYD18187693		
RSZYD18187694		
RSZYD18187696		
RSZYD18187699		
RSZYD18187700		
RSZYD18187703		
RSZYD18187706		
RSZYD18187707		
RSZYD18187708		
RSZYD18187709		
RSZYD18187712		
RSZYD18187713		
RSZYD18187716		
RSZYD18187717		
RSZYD18187724		
RSZYD18187726		
RSZYD18187727		
RSZYD18187728		
RSZYD18187759		
RSZYD18187760		
RSZYD18187762		
RSZYD18187763		
RSZYD18187764		
RSZYD18187765		
RSZYD18187766		
RSZYD18187770		
RSZYD18187771		
RSZYD18187773		
RSZYD18187774		
RSZYD18187775		
RSZYD18187777		
RSZYD18187778		
RSZYD18187779		
RSZYD18187780		
RSZYD18187782		
RSZYD18187783		
RSZYD18187784		
RSZYD18187786		
RSZYD18187787		
RSZYD18187788		
RSZYD18187789		
RSZYD18187790		
RSZYD18187791		
RSZYD18187793		
RSZYD18187795		
RSZYD18187796		
RSZYD18187802		
RSZYD18187805		
RSZYD18187807		
RSZYD18187808		
RSZYD18187809		
RSZYD18187810		
RSZYD18187811		
RSZYD18187812		
RSZYD18187813		
RSZYD18187814		
RSZYD18187815		
RSZYD18187816		
RSZYD18187818		
RSZYD18187819		
RSZYD18187822		
RSZYD18187824		
RSZYD18187825		
RSZYD18187826		
RSZYD18187828		
RSZYD18187829		
RSZYD18187831		
RSZYD18187832		
RSZYD18187833		
RSZYD18187834		
RSZYD18187835		
RSZYD18187836		
RSZYD18187837		
RSZYD18187838		
RSZYD18187845		
RSZYD18187848		
RSZYD18187849		
RSZYD18187850		
RSZYD18187851		
RSZYD18187855		
RSZYD18187856		
RSZYD18187857		
RSZYD18187858		
RSZYD18187861		
RSZYD18187863		
RSZYD18187864		
RSZYD18187868		
RSZYD18187869		
RSZYD18187870		
RSZYD18187871		
RSZYD18187875		
RSZYD18187876		
RSZYD18187877		
RSZYD18187878		
RSZYD18187879		
RSZYD18187880		
RSZYD18187883		
RSZYD18187887		
RSZYD18187888		
RSZYD18187891		
RSZYD18187892		
RSZYD18187893		
RSZYD18187894		
RSZYD18187895		
RSZYD18187898		
RSZYD18187900		
RSZYD18187901		
RSZYD18187903		
RSZYD18187906		
RSZYD18187909		
RSZYD18187912		
RSZYD18187913		
RSZYD18187914		
RSZYD18187915		
RSZYD18187917		
RSZYD18187918		
RSZYD18187919		
RSZYD18187922		
RSZYD18187923		
RSZYD18187928		
RSZYD18187930		
RSZYD18187934		
RSZYD18187936		
RSZYD18187937		
RSZYD18187940		
RSZYD18187941		
RSZYD18187942		
RSZYD18187943		
RSZYD18187944		
RSZYD18187945		
RSZYD18187947		
RSZYD18187948		
RSZYD18187949		
RSZYD18187950		
RSZYD18187951		
RSZYD18187954		
RSZYD18187955		
RSZYD18187956		
RSZYD18187957		
RSZYD18187959		
RSZYD18187961		
RSZYD18187962		
RSZYD18187964		
RSZYD18187965		
RSZYD18187966		
RSZYD18187969		
RSZYD18187971		
RSZYD18187975		
RSZYD18187980		
RSZYD18187981		
RSZYD18187983		
RSZYD18187986		
RSZYD18187987		
RSZYD18187992		
RSZYD18187994		
RSZYD18187995		
RSZYD18187996		
