Species	CMC001.B.deep.homd_mags	CMC002.B.deep.homd_mags	CMC003.B.deep.homd_mags	CMC004.B.deep.homd_mags	CMC005.B.deep.homd_mags	CMC006.B.deep.homd_mags	CMC007.B.deep.homd_mags	CMC008.B.deep.homd_mags	CMC009.A.deep.homd_mags	CMC009.B.deep.homd_mags	CMC010.B.deep.homd_mags	CMC011.B.deep.homd_mags	CMC012.B.deep.homd_mags	CMC013.B.deep.homd_mags	CMC015.B.deep.homd_mags	CMC016.B.deep.homd_mags	CMC017.B.deep.homd_mags	CMC018.B.deep.homd_mags	CMC020.B.deep.homd_mags	CMC021.B.deep.homd_mags	CMC022.B.deep.homd_mags	CMC023.A.deep.homd_mags	CMC023.B.deep.homd_mags	CMC024.B.deep.homd_mags	CMC025.B.deep.homd_mags	CMC026.B.deep.homd_mags	CMC027.B.deep.homd_mags	CMC028.B.deep.homd_mags	CMC029.B.deep.homd_mags	CMC030.B.deep.homd_mags	CMC031.B.deep.homd_mags	CMC032.B.deep.homd_mags	CMC033.B.deep.homd_mags	CMC034.B.deep.homd_mags	CMC035.B.deep.homd_mags	CMC036.B.deep.homd_mags	CMC037.B.deep.homd_mags	CMC038.A.deep.homd_mags	CMC038.B.deep.homd_mags	CMC039.B.deep.homd_mags	CMC040.B.deep.homd_mags	CMC042.B.deep.homd_mags	CMC043.B.deep.homd_mags	CMC045.B.deep.homd_mags	CMC046.B.deep.homd_mags
JALJZY01 pr_cl_700	7	8	0	0	4	11	4	0	9	7	10	6	6	2	1	17	0	0	1	0	0	3	0	6	0	0	2	0	0	0	0	0	0	0	0	2	0	3	15	0	2	0	0	0	0
CAJPNX01 pr_cl_2898	1491	14	663310	8480	238	39180	4834	16179	265931	11825	5776	4231	6356	565	692	129	806	498	102	377	570	815	137	2524	469	98	7375	998	9149	107	2171	2331	7	175	52	133	97	3442	532	838	3605	98	48	18995	198
Kingella_B pr_cl_2828	0	0	9	247	164	29	785	78	187	658	306	5	232	79	71	17	2	4	13	61	0	65	24	9	106	14	149	0	11	0	11	0	17	0	3	96	223	43	8	7	950	24	37	65	55
Kingella_B pr_cl_2830	2	0	47	5447	649	102	815	902	212	1960	638	104	1213	986	500	19	278	12	26	263	1	109	171	32	555	169	1121	111	123	3	43	2	62	2	9	321	603	253	43	83	783	63	21	1766	146
Kingella_B pr_cl_2829	6	1	19	1060	259	118	2503	276	509	1761	683	26	287	526	163	58	20	31	39	158	0	813	162	19	186	38	476	2	35	0	140	0	38	0	29	624	126	110	10	48	53622	70	42	322	258
Kingella_B pr_cl_2824	7	8	288	469	21157	87	458	80	1048	1022	327	64	139	757	129	42	42	41	8	43	48	103	5295	105	275061	69	232	28	116	2	1	827	19	3	10	293	361321	65	8	51	289	17	31	381	42
Kingella_B pr_cl_2831	9	2	115	180118	3583	2729	4617	20739	2439	21544	5603	782	24342	13512	10395	70	71	33	243	5040	12	260	1248	99	6412	572	21876	57	3270	0	475	9	479	0	32	4710	1824	646	73	1446	6096	1474	189	51924	198
Kingella_B pr_cl_2825	13	0	27	3084	2939	48	1131	197	275	2358	754	108	2564	2515	878	27	47	15	199	268	6	83	849	15	1605	78	749	164	82	2	5	1	120	0	16	1392	2730	147	9	132	799	52	29	364	145
Kingella_B pr_cl_2826	44	17	606	60868	363068	970	19409	3862	5485	54882	14174	2847	215328	166289	24099	451	812	254	3658	6025	55	1381	281025	199	246330	40637	14310	651	1734	46	208	346	47867	6	168	69488	300982	1850	245	6394	14880	836	807	6996	2791
Kingella_B pr_cl_2827	885	675	7628	86382	30450	12099	456316	29068	224795	207300	80387	2191	32785	36114	12604	70241	2464	3192	2882	12059	362	21162	10348	2294	36627	3229	28552	657	5027	296	3705	42	2799	216	5592	29576	27256	4287	559	6476	292939	7720	191866	27638	23403
Kingella_B pr_cl_2832	10244	51	3494	48019	1698	4932	51951	20305	19290	293774	62319	2624	6670	33421	4157	365	435	848	88491	49792	215	1364	3441	39224	2499	176	203390	664	15620	87	2206	2737	35	503	194	91765	333	12204	1803	36388	426714	1360	139	121306	4779
Kingella_A pr_cl_2835	49	0	644	427	12	79	374	101	1618	811	140	144	49	59	16	10	126	43	4	72	12	284	11	114	109	8	802	41	34	1	3	212	2	2	15	20	0	274	11	98	269	10	15	445	22
Kingella_A pr_cl_2836	56	0	541	391	8	67	422	50	1095	606	160	102	38	53	26	9	56	16	0	70	6	236	10	130	102	10	459	12	43	2	0	130	2	3	12	17	0	232	12	94	162	6	13	406	19
Kingella_A pr_cl_2837	67	0	629	752	6	159	473	109	1244	1150	204	158	79	62	23	24	62	28	1	117	36	315	18	199	179	15	663	34	57	3	4	223	0	2	21	67	13	254	34	78	277	5	35	1027	19
Kingella_A pr_cl_2834	107	0	1162	773	16	226	441	135	3197	1612	329	178	68	79	250	23	166	76	9	135	25	377	47	262	188	14	1106	419	68	1	8	3653	2	2	35	35	12	271	66	115	878	7	14	841	55
Kingella_A pr_cl_2833	11331	281	97432	119616	1498	102765	117398	31099	436203	204782	78016	27445	9165	10429	49035	12630	18172	5043	409	17541	1342	55588	2116	23903	27360	1729	151511	4941	9985	312	1384	766148	265	188	2741	4523	450	35846	2102	17014	43517	1075	16788	171087	5723
Eikenella pr_cl_2811	8	6	62	180	303	40	162	32	119	81	48	12	31	6	8	6	23	9	11	2	15	36	12	28	9	34	80	63	14	7	1	5	81	0	14	28	4	51	3	7	28	2	8	65	2
Eikenella pr_cl_2810	8	0	171	74	0	92	313	42	272	216	59	28	9	1	3	4	22	17	10	15	47	46	4	156	4	0	113	15	19	2	4	1	0	1	10	16	4	32	5	5	98	7	7	24	6
Eikenella pr_cl_2820	77	0	768	240	1	1038	960	255	152	490	323	88	63	8	26	128	233	367	50	79	897	327	17	516	185	17	355	279	132	36	50	90	2	9	323	87	0	155	34	112	704	117	6	238	55
Eikenella pr_cl_2823	80	0	682	565	6	982	12114	1259	1104	1157	434	577	128	21	38	161	262	322	69	151	161	356	32	579	807	94	702	144	250	48	17	42	8	8	125	165	13	203	22	117	605	145	35	1397	11322
Eikenella pr_cl_2821	99	1	1211	920	2	1784	1768	588	399	1727	934	173	235	30	99	269	275	288	112	169	267	816	45	789	256	114	1088	186	295	96	31	130	4	19	241	324	19	357	41	198	856	187	30	471	82
Eikenella pr_cl_2813	121	0	1524	1004	762	1091	2378	581	228	1795	1126	421	214	26	104	321	397	238	94	185	372	758	73	1075	446	248	1122	268	221	143	18	235	220	7	296	300	56	456	21	193	827	153	87	487	56
Eikenella pr_cl_2822	155	31	1445	1105	37	960	2067	407	400	1016	965	786	236	35	121	336	844	576	96	166	677	1015	149	7285	325	141	1432	1119	241	143	151	138	14	19	487	192	114	525	377	138	1408	311	70	520	119
Eikenella pr_cl_2815	160	0	1937	2362	16	2484	3085	1799	589	5124	2006	798	399	134	258	424	371	382	245	308	411	1507	619	1312	583	153	2129	417	503	166	34	600	8	19	357	541	141	722	46	318	1867	300	78	817	140
Eikenella pr_cl_2818	192	14	1801	1694	29	5007	3436	1166	667	2990	1626	617	432	81	88	552	540	549	286	380	600	1782	148	1657	497	199	1870	436	842	132	83	174	10	34	460	867	30	545	47	487	1795	408	99	832	183
Eikenella pr_cl_2816	249	7	4153	2793	26	2667	4583	773	1206	1327	4207	765	840	70	80	659	3324	2927	99	214	3460	3117	92	3612	802	61	3752	707	519	69	334	146	21	17	1469	270	4	699	69	377	6977	1180	100	956	518
Eikenella pr_cl_2814	538	2	773	657	0	543	1004	221	399	876	694	258	114	47	41	165	186	110	44	97	82	427	35	496	150	59	842	155	148	55	22	190	2	2	151	167	16	170	9	100	433	72	30	385	14
Eikenella pr_cl_2817	686	2	20220	14347	52	2227	1952	628	582	1360	4300	171	1126	69	108	563	1778	1120	146	173	668	2920	86	5837	295	60	34442	70	342	53	192	75	248	67	769	240	10	4436	58	203	42114	625	15	499	492
Eikenella pr_cl_2812	5292	89	66656	70727	746	50783	82232	23496	13507	80290	75493	20151	44697	1934	6492	20590	11847	3248	6382	12463	11384	39211	50659	24938	40403	7179	62271	5580	15180	7397	603	99158	1042	255	9198	17909	47353	20742	627	8348	35646	9070	21067	20369	1561
Eikenella pr_cl_2819	11005	305	286424	23682	304	205533	93752	39470	28395	34943	32439	208178	6809	988	1774	14092	98798	136911	3498	5689	132472	109780	2529	292082	9850	4747	86541	786510	15091	7574	3975	6158	489	468	83023	10111	893	80619	76792	13486	68133	12841	3209	48901	5799
Neisseria pr_cl_2775	2	0	14	3	0	59	31	21	4	11	0	4	8	10	9	2	3	4	0	2	5	8	12	6	25	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	1	0
Neisseria pr_cl_2873	7	0	38	16	8	11	0	7	52	17	2	7	16	15	2	0	12	12	0	1	12	17	2	84	13	0	53	16	4	0	0	5	1	0	4	4	0	60	48	3	133	1	0	31	0
Neisseria pr_cl_2902	11	0	33	237	2	192	47	78	34	44	59	48	30	19	24	14	52	6	2	10	40	348	3	59	4	5	163	597	9	67	0	2	2	0	11	9	0	69	2	6	16	0	7	95	0
Neisseria pr_cl_2877	13	0	908	184	5	144	112	599	698	392	133	17	25	19	2	0	15	4	14	2	45	33	2	69	24	0	50	40	11	0	37	1	6	0	14	15	2	238	18	0	132	0	20	146	4
Neisseria pr_cl_2893	13	78	2960	229	48	206	40	542	937	393	143	67	48	72	15	204	60	92	9	20	253	257	5	1743	45	5	141	108	11	14	40	4	8	0	22	49	0	299	190	70	256	15	40	158	17
Neisseria pr_cl_2844	20	0	183	18	0	81	38	130	195	52	12	38	6	4	14	3	16	27	0	0	34	132	2	111	17	6	120	201	65	0	10	36	3	2	13	8	0	75	17	5	22	1	4	120	0
Neisseria pr_cl_2838	23	5	729	79	3	324	33	130	226	278	68	85	31	10	15	3	46	20	13	4	28	179	20	213	46	18	82	357	10	6	5	51	2	0	17	5	15	227	82	40	131	5	4	196	29
Neisseria pr_cl_2855	27	0	22	0	0	9	2	5	55	15	0	18	0	4	4	2	2	0	0	0	4	15	0	7	0	0	25	0	0	0	0	10	0	0	0	3	0	6	0	4	50	0	0	17	0
Neisseria pr_cl_2882	29	0	633	159	5	110	21	180	1302	733	80	244	19	51	7	16	34	91	14	9	104	106	0	562	24	18	35	1996	20	1	29	1	10	0	14	34	0	257	155	52	420	2	9	119	3
Neisseria pr_cl_2869	34	0	189	1	0	12	23	4	25	11	5	27	0	0	0	1	1	46	0	1	4	26	0	116	0	5	22	5	1	0	0	4	0	0	0	11	5	34	8	16	21	0	4	13	0
Neisseria pr_cl_2854	37	0	64	9	0	39	0	85	43	5	15	11	0	11	0	2	2	0	6	2	5	30	0	35	0	0	14	10	2	1	1	2	0	0	0	0	0	24	0	4	305	0	0	6	0
Neisseria pr_cl_2857	38	0	92	0	0	23	0	3	111	21	0	24	0	0	0	2	3	2	0	0	4	7	0	60	0	2	50	18	1	0	0	5	0	1	2	0	0	7	2	0	19	0	0	20	0
Neisseria pr_cl_2885	45	0	2925	121	2	123	44	376	714	258	78	42	32	45	5	12	32	15	0	4	73	56	3	1614	36	11	88	247	6	0	19	0	8	0	26	60	3	293	93	19	121	1	9	195	10
Neisseria pr_cl_2880	48	4	2875	453	30	256	162	763	1943	894	298	66	100	67	13	4	93	19	13	7	115	256	13	1468	45	4	146	70	35	4	27	7	11	2	73	43	0	318	21	24	327	3	57	238	47
Neisseria pr_cl_2867	48	0	571	194	5	61	37	70	162	93	19	20	18	39	3	23	23	9	3	5	29	118	26	46	9	2	105	17	21	3	10	52	0	0	6	340	5	119	2	15	111	0	0	95	2
Neisseria pr_cl_2897	49	0	540	12	0	438	19	145	77	219	46	293	2	1	0	25	26	160	3	8	12	157	2	156	0	12	189	363	2	2	6	0	0	2	10	20	1	103	30	22	23	1	28	94	8
Neisseria pr_cl_2868	53	0	112	1	0	25	16	22	20	3	5	35	4	0	0	3	1	1	0	2	9	38	0	28	0	0	45	13	3	0	2	22	0	0	0	9	3	45	5	9	24	0	0	13	0
Neisseria pr_cl_2881	55	5	1847	80	4	53	15	81	734	460	165	415	67	76	21	16	26	0	12	2	25	81	4	504	7	1	413	161	15	4	14	8	1	0	7	31	0	891	134	29	142	1	19	145	13
Neisseria pr_cl_2884	57	52	2232	229	22	181	238	254	1751	303	111	73	202	49	34	66	105	631	48	28	190	1064	18	670	69	37	146	172	49	34	58	4	6	1	231	44	1	818	1704	10	270	24	17	122	19
Neisseria pr_cl_2843	60	0	62	8	0	48	11	78	132	57	5	8	1	1	6	10	5	3	2	0	148	89	6	122	5	6	39	6	5	0	3	325	0	0	4	12	4	12	0	5	153	0	0	28	1
Neisseria pr_cl_2878	65	0	981	365	9	127	57	371	1196	676	145	65	62	75	10	27	64	27	0	22	46	303	14	349	51	6	127	107	47	0	11	3	9	0	14	18	0	350	30	23	487	2	3	169	14
Neisseria pr_cl_2853	75	0	60	11	0	28	4	18	59	9	0	13	1	2	1	0	0	11	0	0	5	61	4	23	0	0	47	8	2	0	0	3	0	0	4	1	2	44	14	8	7	0	0	42	2
Neisseria pr_cl_2840	75	0	136	25	2	108	23	97	104	31	24	11	4	5	13	7	6	0	3	0	24	28	7	62	10	2	64	9	2	0	3	6	0	0	0	2	1	27	3	41	79	0	2	27	0
Neisseria pr_cl_2890	77	0	1684	338	11	157	51	364	1654	692	84	63	64	104	9	4	60	39	9	4	74	70	13	205	41	5	160	164	37	1	33	6	3	0	19	63	1	365	28	14	422	0	5	234	25
Neisseria pr_cl_2892	78	6	1597	4465	76	389	129	615	1001	3231	325	167	352	188	89	18	119	155	33	59	205	2121	25	355	338	46	1097	3120	302	442	30	234	19	2	20	48	14	289	38	92	581	7	55	621	43
Neisseria pr_cl_2894	95	0	589	587	30	79	77	133	370	1020	69	160	131	127	44	10	153	64	8	19	57	219	15	201	128	28	252	172	79	7	12	25	9	2	10	53	0	326	31	38	276	0	7	219	30
Neisseria pr_cl_2859	97	0	1080	34	2	62	0	133	96	12	6	24	0	6	0	5	44	0	0	0	12	64	3	103	0	0	87	10	7	0	1	48	0	0	0	17	0	36	5	13	187	0	0	91	0
Neisseria pr_cl_2862	97	0	150	14	0	212	10	45	76	1	10	20	1	4	0	16	10	2	3	2	150	15	3	55	3	2	75	10	0	13	1	7	2	0	14	3	1	20	14	36	77	5	19	7	0
Neisseria pr_cl_2891	98	0	1574	249	63	245	141	745	2108	689	199	150	51	138	48	138	228	28	29	72	84	196	26	246	40	32	658	547	47	201	24	1	28	4	38	41	7	574	210	182	701	181	51	203	18
Neisseria pr_cl_2849	100	0	500	7	0	41	17	37	132	55	5	48	1	25	8	4	15	7	2	0	27	38	9	165	4	0	72	8	1	0	2	18	0	0	0	10	6	108	10	15	48	0	0	37	0
Neisseria pr_cl_2889	105	0	3343	384	6	339	58	1100	9548	1203	216	221	126	68	26	88	77	59	12	32	244	361	11	1449	26	81	289	263	63	21	25	20	12	0	67	54	2	1389	203	197	1827	15	117	469	67
Neisseria pr_cl_2839	134	0	390	100	3	74	18	35	3855	123	31	57	6	15	6	2	13	2	7	0	39	40	9	22	6	1	76	21	9	2	9	9	3	0	2	6	2	109	2	51	49	0	2	33	0
Neisseria pr_cl_2856	134	0	152	8	0	96	13	34	157	56	14	39	1	5	0	5	5	33	0	1	30	114	4	134	0	0	118	12	7	3	7	45	0	0	4	12	4	41	1	22	300	0	11	65	0
Neisseria pr_cl_2860	169	0	260	25	0	57	1	63	392	417	6	37	0	28	5	4	21	2	0	0	19	52	1	66	8	0	143	14	2	0	2	25	0	0	1	4	3	29	19	16	242	0	1	66	1
Neisseria pr_cl_2841	174	0	234	28	0	41	4	14	116	23	24	24	0	7	0	1	2	2	0	0	10	39	5	77	2	0	25	15	2	0	6	28	0	0	4	0	0	20	4	14	69	0	0	35	0
Neisseria pr_cl_2851	181	0	154	168	0	72	5	26	183	48	4	50	7	1	8	6	14	9	0	3	30	46	9	117	2	0	105	9	6	2	11	17	3	0	2	1	4	16	3	20	27	0	0	42	0
Neisseria pr_cl_2883	183	18	3402	361	126	460	354	642	1826	1082	634	164	369	174	141	219	1290	186	218	228	684	289	283	1639	311	227	443	1524	295	102	188	162	20	10	221	147	175	739	237	271	880	374	479	753	64
Neisseria pr_cl_2846	229	0	440	21	0	77	26	21	140	39	19	25	0	1	2	3	23	48	1	0	39	84	9	191	2	0	74	34	15	0	16	30	0	2	13	48	2	70	9	37	163	0	2	45	0
Neisseria pr_cl_2866	238	0	712	1	0	177	34	121	191	27	14	99	6	7	0	11	55	17	5	2	32	81	13	125	2	0	146	90	29	2	4	10	0	0	1	12	1	86	16	45	183	3	4	126	0
Neisseria pr_cl_2871	251	5	1797	223	116	519	311	745	1478	1147	186	3055	110	125	50	61	264	306	35	34	235	460	144	856	103	72	538	1642	91	11	44	71	7	2	25	94	26	550	73	109	5030	13	91	584	24
Neisseria pr_cl_2845	257	0	610	227	6	261	25	70	153	110	27	112	10	14	10	11	15	12	8	5	25	181	14	196	13	0	256	30	10	1	10	93	0	0	8	9	1	239	28	84	470	1	12	122	2
Neisseria pr_cl_2865	284	0	245	23	0	128	17	61	217	38	20	32	2	11	0	13	47	2	5	1	43	73	12	72	0	2	77	26	6	0	11	27	2	0	1	15	0	54	11	60	63	1	4	74	3
Neisseria pr_cl_2858	296	0	522	26	2	141	11	34	172	11	15	33	9	1	0	19	9	4	0	0	127	23	3	94	2	2	116	14	1	8	5	56	0	0	16	9	0	106	9	15	95	0	6	43	2
Neisseria pr_cl_2863	341	0	501	23	0	62	6	16	84	78	19	68	0	0	0	20	22	11	0	0	17	57	0	73	1	0	140	15	3	0	4	9	0	0	2	8	1	51	7	31	137	0	13	69	0
Neisseria pr_cl_2900	384	2	2416	159	14	4871	180	1082	787	456	748	4313	110	116	30	37	1191	60	4	38	126	527	9	328	6	21	825	744	66	6	13	5	1	33	52	14	29	79	6	44	358	2	4	493	5
Neisseria pr_cl_2879	418	2	3664	606	17	477	38	1417	3067	1116	541	47	86	108	25	65	1048	24	3513	198	1758	479	22	1025	20	2	237	111	58	62	33	6	154	0	66	224	1	472	39	28	1015	12	76	388	34
Neisseria pr_cl_2861	424	0	251	123	1	459	41	227	1635	941	202	274	14	83	5	17	40	33	1	6	62	750	306	660	13	4	1315	68	98	2	29	75	2	0	2	23	6	88	15	42	105290	0	12	457	5
Neisseria pr_cl_2874	425	7	44699	3543	55	1299	603	3319	14927	5242	1358	824	431	479	101	71	296	240	138	62	7348	6090	262	76188	346	53	1784	8729	213	70	219	32	96	5	177	335	15	3344	119	274	5650	7	168	4422	122
Neisseria pr_cl_2870	436	7	3986	750	55	597	227	714	3216	1694	283	877	257	256	81	58	321	305	27	53	188	706	62	949	188	37	683	893	151	16	43	179	12	2	53	103	79	1347	149	146	1310	7	48	798	38
Neisseria pr_cl_2842	476	0	279	148	1	96	13	219	146	126	116	227	10	7	23	7	14	9	4	4	30	124	1	35	2	9	99	113	11	0	6	46	0	0	4	15	5	84	12	3	184	0	5	104	3
Neisseria pr_cl_2864	531	0	545	233	6	204	117	64	742	49	16	270	1	4	1	8	81	25	0	1	11	181	18	55	6	3	330	45	15	0	6	76	0	1	4	35	4	199	38	137	298	0	6	166	5
Neisseria pr_cl_2875	603	0	30030	3015	76	1362	238	3853	12031	6039	1501	625	586	778	152	36	414	306	133	68	1058	835	52	13120	338	44	1002	1914	262	17	219	353	65	3	87	299	5	2653	97	197	5072	11	170	1803	122
Neisseria pr_cl_2886	645	7	14589	1716	76	1383	485	2634	10294	3540	615	1217	354	407	101	84	323	435	56	76	649	870	110	3299	189	82	1287	3509	196	15	155	175	49	22	98	414	10	3487	268	335	6429	22	178	1463	75
Neisseria pr_cl_2872	1161	12	9488	1102	39	1457	771	1839	8646	2855	732	1679	226	254	71	52	488	961	24	32	350	723	69	1194	148	30	700	1794	114	27	46	1006	9	2	66	139	12	1357	911	136	2508	5	73	1192	43
Neisseria pr_cl_2887	2202	1473	214586	6362	357	9217	1141	7675	29999	10074	15141	4289	1073	1129	706	8405	6362	1513	5756	3727	2468	15398	1132	39054	1376	552	5447	9351	699	1134	2699	285	535	1324	2107	15371	220	20585	2402	29309	6524	831	5586	4235	274
Neisseria pr_cl_2901	3838	5	3158	4191	1826	15531	790	3393	1257	1706	1630	4250	1131	955	4688	10404	1194	2244	98	591	62482	600052	1930	43161	954	3924	167734	942506	193	131405	83	31	39	10	202	488	431	735	2866	6697	3772	377	11600	965	95
Neisseria pr_cl_2888	5874	82	171382	25568	769	50647	7920	191644	480131	93685	17193	12179	4712	5987	1819	734	4885	6116	732	1501	16154	16451	1762	24928	9527	1237	18417	56384	2316	1070	4223	1953	1577	54	5754	2460	297	233134	38467	3983	56359	1765	3421	86297	1699
Neisseria pr_cl_2876	7853	65	573744	144479	3425	52435	243416	216401	356270	297172	113851	13984	10089	20073	8207	943	14272	19014	3867	3989	27681	151965	6816	26718	11990	1794	45970	16809	10377	325	26339	5243	3231	176	4778	8868	689	68262	2290	2106	147042	427	11906	49304	3431
Neisseria pr_cl_2847	8631	2	10553	1588	29	3636	452	1786	11360	2537	834	2804	191	327	50	187	817	440	42	42	877	2740	504	3346	216	79	3528	1324	375	19	280	1823	15	12	111	436	108	3007	399	1052	8172	26	154	2398	11
Neisseria pr_cl_2852	9656	11	15396	2795	79	5492	1371	3102	13165	5051	1558	3787	305	740	150	413	1386	1253	145	135	2422	5582	694	8999	286	129	6517	14730	545	65	293	2102	30	18	331	663	242	4691	804	1487	12534	49	218	3887	94
Neisseria pr_cl_2850	10613	116	15217	8711	146	7536	2446	4862	26605	9212	2964	3928	674	1354	339	923	1543	2975	256	282	6615	9639	1468	13006	891	391	13918	13590	1554	125	392	13720	74	31	991	3002	1161	3902	1325	2253	19978	74	601	6370	246
Neisseria pr_cl_2899	14337	45	26156	1810	247	1309552	654	233697	4587	4134	21026	434004	417	776	867	98	42316	350	15	179	2121	2121	70	27364	475	653	9523	26322	1364	234	17	718	47	661	9713	149	44	578	130	759	773	28	103	5045	24
Neisseria pr_cl_2895	73351	16	981061	3723312	85720	23863	3417	135659	465041	3085847	306194	17835	347659	481963	182186	712	165813	2150	5307	27394	3374	206231	7218	45202	661982	245496	233077	72627	190043	238	16622	702172	8664	99	1580	179164	1060	94484	3953	61972	1822166	172	2283	599498	50831
Neisseria pr_cl_2896	136541	221	961039	39811	1465	471008	27360	164118	41275	96965	45032	5282979	20888	21594	44113	99143	58776	375899	28267	18297	64370	340837	19772	257740	3186	41464	282586	4259355	11791	7256	6953	4918	288	16157	10102	21693	4078	218424	152906	97239	59466	1064	42616	255972	1423
Neisseria pr_cl_2848	195457	60	284524	2269	270	23192	47859	7484	54232	6464	3150	49979	556	1386	271	1038	29196	2344	297	197	3006	19212	1649	17740	643	193	31758	7562	2331	87	911	790	53	47	353	16170	552	64245	16801	70229	26114	63	455	23596	146
Succiniclasticum pr_cl_1129	0	0	1	3	0	0	5	0	6	6	32	4	0	0	0	0	1	2	0	0	134	0	1	5111	0	107	0	60	3	0	0	0	0	0	0	89	6	35701	94243	4	5	452	0	0	0
Anaeroglobus pr_cl_2770	20	0	1	466	77	8	21	1	3	4	497	160	851	11	47	1329	343	343	66	100	875	61	118	234	117	1085	241	52	85	395	0	1	18	39	231	15	7	81	442	40	30	756	13	26	11
Anaeroglobus pr_cl_2772	371	821	181	8574	38014	372	9314	929	10876	1187	194886	983	54244	4348	2387	7359	1274	2367	13228	12325	1571	844	7746	10789	36191	745	671	1502	9214	3228	1887	563	1153	13530	1800	16189	18178	158	437	1483	4966	81663	5332	2952	187
Anaeroglobus pr_cl_2771	10985	355	210	283997	19835	3641	787	1412	674	332	386296	61147	680076	5515	34689	1318765	271426	140805	20257	34634	696880	6723	90606	141511	71575	975527	146858	516	51658	387385	321	106	33034	37041	243029	1302	1288	427	35650	15658	556	708564	9437	382	628
Allisonella pr_cl_1186	332	573	32	5522	379	7	11035	6	123	14	436	80	1857	16	56	7097	548	2227	2616	3199	233	100	2860	756	3525	53	496	2	591	26	18	0	238	127	217	297	6	12	31	26	887	4051	57	347	127
Dialister pr_cl_3881	0	0	0	1	4	0	12	0	0	1	0	0	8	0	0	18	2	4	6	5	30	6	0	9	9	8	0	16	0	4	0	1	0	0	6	0	2	15	48	0	2	1	0	0	0
Dialister pr_cl_3877	15	0	3	476	27	8	33	6	8	21	65	116	329	6	41	464	138	479	98	161	657	123	110	504	147	178	119	184	27	147	2	2	6	15	98	68	0	338	1680	28	30	377	1	106	21
Dialister pr_cl_3878	18	0	10	487	65	17	415	0	4	58	127	59	220	16	31	344	1003	366	177	117	1305	68	98	531	299	1322	317	344	67	207	0	0	11	36	222	92	29	262	1194	59	22	1141	0	120	30
Dialister pr_cl_3879	82	17	225	1442	108	44	394	9	2	85	319	281	1223	77	41	19343	18012	1292	372	402	320146	230	216	48868	1031	36649	281	62668	213	9892	0	1	11	40	1696	160	20	17145	347883	139	240	2782	15	512	165
Dialister pr_cl_3880	12405	882	800	192455	16858	4060	110674	969	2268	36808	37730	26385	167983	16274	11310	263896	110452	171629	75914	94558	49340	24015	59590	116289	191555	33301	75685	8494	41030	59563	1009	475	4067	10442	34510	38885	3488	9206	133084	20561	46580	265672	1814	87416	70569
F0422 pr_cl_1860	0	0	21	0	0	0	4	0	8	4	2	1	1	2	0	2	0	0	2	3	10	0	1	10	0	0	0	0	4	0	0	8	0	0	0	0	3	0	0	0	14	1	0	0	0
F0422 pr_cl_1863	0	2	5	0	1	0	0	1	5	4	2	0	0	3	0	0	0	0	3	0	0	1	0	2	0	0	0	0	6	0	0	8	0	0	0	1	0	0	4	0	16	0	0	1	0
F0422 pr_cl_1866	0	0	62	3	19	0	0	1	30	0	5	1	2	3	0	3	4	0	0	3	15	3	0	20	74	0	2	6	5	0	0	14	3	0	2	3	1	0	7	2	15	0	2	10	5
F0422 pr_cl_1864	0	0	10	0	0	0	0	0	5	0	0	0	3	1	0	0	0	2	2	2	3	0	0	4	1	0	1	2	1	0	0	15	0	0	0	2	0	0	0	2	21	0	0	2	0
F0422 pr_cl_1861	0	2	17	3	2	0	8	0	6	0	5	2	7	0	0	2	0	0	0	3	3	0	1	4	5	0	0	0	3	0	12	9	0	4	0	0	6	2	3	3	3	11	0	13	0
F0422 pr_cl_1854	0	0	160	0	2	0	0	0	108	1	0	15	2	0	0	0	8	2	1	2	38	11	1	82	5	2	5	2	4	0	0	0	0	0	1	29	21	0	1	8	12	0	0	0	0
F0422 pr_cl_1869	0	0	37	0	2	6	6	0	15	1	0	2	0	0	0	0	4	4	0	10	1	0	0	16	0	2	0	1	2	0	0	18	0	4	0	2	0	0	4	1	7	0	0	0	0
F0422 pr_cl_1858	0	0	234	1	3	0	2	0	14	0	0	3	1	0	3	4	0	0	2	2	0	0	5	3	15	0	0	0	0	2	0	1	0	0	0	2	1	1	3	0	0	4	0	0	0
F0422 pr_cl_1857	0	6	1399	2	8	0	0	1	20	1	5	2	0	2	0	2	0	0	0	0	11	1	0	21	7	2	2	0	3	0	1	2	0	0	0	1	3	6	3	16	32	5	0	0	0
F0422 pr_cl_1871	0	0	43	302	40	0	136	0	13	164	2	17	5	259	209	5	5	2	0	374	3	2	31	27	855	4	561	0	8	0	30	10	16	0	4	24	1	2	0	3	33	9	10	218	3
F0422 pr_cl_1855	0	0	21	0	1	0	0	0	11	7	0	0	4	0	0	0	0	0	0	0	3	1	0	21	1	0	0	1	0	0	0	0	0	0	0	3	0	0	6	1	1	0	0	1	0
F0422 pr_cl_1867	0	0	3	2	1	3	0	6	6	4	27	9	4	3	0	8	2	0	8	14	1	0	5	8	0	0	6	0	2	0	0	4	2	0	3	1	0	2	2	0	8	18	0	3	0
F0422 pr_cl_1852	0	0	25	0	0	0	0	0	25	1	2	0	0	0	0	0	0	0	0	4	6	1	0	15	0	0	0	0	0	0	0	1	0	0	5	0	2	0	0	0	0	0	0	0	0
